transcript_id,SRR13618140,SRR13618141,SRR13618142,SRR13618143,SRR13618144,SRR13618145,SRR13618146,SRR13618147,SRR13618148,SRR13618149,SRR13618150,SRR13618151
MSTRG.22005.1,3,14,38,18,20,0,136,23,55,96,26,57
MSTRG.22006.1,7,4,27,0,14,13,114,25,78,58,37,60
MSTRG.22007.1,0,2,47,18,2,6,66,41,22,43,11,36
MSTRG.22008.1,10,11,44,28,7,0,85,48,51,81,16,49
MSTRG.22009.1,43,57,11,11,62,112,1,6,5,14,2,0
MSTRG.22010.1,25,66,1,4,68,103,4,9,3,1,5,12
MSTRG.22011.1,72,30,145,125,64,20,279,207,262,316,174,266
MSTRG.22012.2,0,21,59,27,42,0,83,24,64,91,68,89
MSTRG.22012.1,57,18,266,155,35,35,499,283,373,537,193,340
MSTRG.22013.1,8,7,0,0,19,33,0,0,1,0,0,0
MSTRG.22014.1,6,5,108,80,31,34,269,76,114,173,92,89
MSTRG.22016.1,693,607,450,474,632,401,574,797,744,668,590,638
MSTRG.22017.1,31,58,385,265,38,26,461,325,358,488,228,377
MSTRG.22018.1,1005,1055,582,1548,1460,1207,1228,1364,1147,1356,1331,863
MSTRG.22019.1,618,372,337,1160,738,430,510,1014,1171,260,859,749
MSTRG.22019.2,62,0,0,0,0,0,272,0,1377,1198,842,274
MSTRG.22019.3,984,1505,1382,308,505,666,1078,0,208,74,282,632
MSTRG.22019.4,690,644,622,465,171,522,1486,1777,1090,1464,685,1075
MSTRG.22019.5,591,102,1144,607,237,75,863,1668,1242,1127,589,1809
MSTRG.22020.1,23,8,32,11,14,5,101,60,121,87,55,88
MSTRG.22021.1,12,5,28,10,10,0,56,14,47,29,17,51
MSTRG.22022.1,46,57,115,41,41,42,146,132,154,128,86,90
MSTRG.22023.1,49,52,33,23,49,92,128,123,117,136,95,95
MSTRG.22023.2,42,59,74,47,68,0,26,126,119,127,96,121
MSTRG.22023.3,45,5,49,33,40,72,92,0,63,0,0,34
MSTRG.22025.2,115,64,16,41,70,75,41,51,55,46,27,31
MSTRG.22025.3,97,63,14,48,51,74,44,49,50,29,24,16
MSTRG.22025.1,35,93,64,0,106,68,43,116,47,31,55,66
MSTRG.22026.1,896,1368,1110,1319,1107,787,1787,1123,2084,1888,1156,1863
MSTRG.22026.2,979,832,1008,448,733,989,1109,2127,1093,994,1220,797
MSTRG.22024.1,62,64,240,182,89,40,440,208,246,356,278,347
MSTRG.22028.1,51,34,11,42,17,28,77,50,29,39,43,43
MSTRG.22027.2,0,0,4244,0,0,0,565,1925,1041,310,494,0
MSTRG.22027.1,5765,6185,1098,5500,6263,5800,4715,4387,5021,4318,4453,5872
MSTRG.22029.1,3178,2526,3826,4381,3107,2481,2921,4002,3515,3261,3504,3582
MSTRG.22032.2,349,579,841,545,243,263,868,404,1027,806,520,786
MSTRG.22032.1,264,262,281,410,252,662,944,501,807,778,599,868
MSTRG.22032.3,31,32,298,27,222,93,297,339,226,183,229,216
MSTRG.22032.4,138,78,30,59,208,72,255,451,152,172,144,65
MSTRG.22033.1,2893,3130,1480,1591,3512,3977,2069,2394,2290,1860,1858,1941
MSTRG.22034.1,3,1,0,5,3,3,3,5,8,5,8,6
MSTRG.22030.1,516,104,254,249,33,117,593,525,469,1498,1013,437
MSTRG.22031.1,15,47,52,15,15,9,18,24,28,76,45,33
MSTRG.22035.1,34,348,313,388,305,287,488,563,587,585,372,468
MSTRG.22035.2,348,0,0,0,0,0,31,45,0,0,0,0
MSTRG.22036.1,439,347,1467,1039,341,184,1160,1786,1672,1526,1394,1536
MSTRG.22037.1,6,7,24,14,8,4,91,61,70,109,38,62
MSTRG.22041.9,0,0,171,0,0,0,0,0,2,0,0,0
MSTRG.22041.3,727,586,429,473,648,339,96,356,395,531,324,157
MSTRG.22041.2,479,621,290,412,518,591,320,442,519,465,510,648
MSTRG.22041.1,204,272,224,361,815,623,668,196,412,192,296,108
MSTRG.22041.5,34,28,36,21,87,199,41,143,51,145,27,34
MSTRG.22041.4,52,341,52,93,157,198,138,175,279,124,115,39
MSTRG.22041.6,803,448,347,263,276,271,299,360,116,226,294,347
MSTRG.22041.7,560,246,359,274,315,294,363,500,217,136,164,408
MSTRG.22041.8,153,231,0,0,4,235,0,181,297,197,104,22
MSTRG.22041.10,11,16,9,10,10,34,15,30,0,11,34,42
MSTRG.22042.1,23274,23486,9545,11521,20241,20017,15999,19922,21129,16365,13360,14329
MSTRG.22039.3,0,0,134,0,0,35,502,344,254,239,233,354
MSTRG.22040.1,3283,2541,4522,4797,2545,1660,5337,5548,6332,4957,3278,3844
MSTRG.22040.2,658,425,304,289,611,136,638,671,762,707,410,556
MSTRG.22039.1,896,472,2058,1229,1340,269,5559,2881,4015,5760,1726,2931
MSTRG.22040.3,524,188,744,170,0,182,1248,473,658,1206,368,909
MSTRG.22039.2,41,0,336,283,141,13,702,196,611,973,862,1604
MSTRG.22038.1,173,233,133,126,147,187,132,161,196,107,201,249
MSTRG.22043.1,758,475,420,443,809,713,578,813,877,649,342,429
MSTRG.22044.1,3,8,100,16,28,3,53,41,45,61,39,28
MSTRG.22045.2,0,0,0,0,0,0,0,0,0,39,0,88
MSTRG.22045.3,0,0,55,0,0,0,133,78,42,128,86,30
MSTRG.22045.4,0,0,52,0,0,0,16,43,0,68,0,13
MSTRG.22045.1,19,34,335,142,67,27,438,146,197,250,151,217
MSTRG.22046.1,8,8,150,71,29,14,343,158,201,297,106,302
MSTRG.22047.1,69,60,119,64,32,30,176,112,161,95,68,109
MSTRG.22050.1,0,0,137,0,528,339,0,113,103,0,108,134
MSTRG.22049.1,538,545,541,863,69,70,730,630,704,716,573,676
MSTRG.22051.1,28,16,44,8,18,21,163,100,88,135,43,101
MSTRG.22052.1,348,207,304,276,328,251,360,432,395,358,216,178
MSTRG.22053.1,9,5,27,11,5,7,34,29,32,24,23,27
MSTRG.22054.2,0,1,0,3,0,2,41,0,48,131,74,101
MSTRG.22054.3,0,0,0,0,0,0,23,135,12,0,9,0
MSTRG.22054.4,0,184,23,8,0,10,0,27,14,24,0,14
MSTRG.22054.5,0,106,0,0,0,0,26,0,0,0,69,0
MSTRG.22054.7,0,15,111,0,0,0,0,0,0,0,28,10
MSTRG.22054.8,0,1,0,34,0,2,52,0,2,7,0,5
MSTRG.22054.9,0,0,0,107,0,1,7,0,4,7,1,48
MSTRG.22054.1,72,0,35,57,0,102,0,80,78,107,97,100
MSTRG.22054.6,173,134,169,144,309,183,139,144,197,40,71,75
MSTRG.22054.10,46,0,6,36,83,65,7,3,43,7,19,53
MSTRG.22054.11,8,14,93,81,101,43,0,10,22,5,13,6
MSTRG.22060.5,0,0,43,44,6,0,1,31,24,51,0,42
MSTRG.22062.9,0,0,48,43,0,0,0,0,20,80,50,423
MSTRG.22062.12,0,7,0,0,0,0,5,0,3,0,90,0
MSTRG.22062.15,0,109,0,26,0,0,22,0,0,0,13,0
MSTRG.22062.16,0,33,21,7,0,0,0,0,0,0,16,0
MSTRG.22060.2,682,101,291,137,73,142,209,271,270,252,265,440
MSTRG.22060.3,430,73,224,108,55,101,120,183,190,152,193,350
MSTRG.22060.1,923,113,313,204,71,161,369,503,463,432,481,401
MSTRG.22060.4,87,32,58,75,39,50,42,69,105,46,77,49
MSTRG.22061.1,23,17,1,0,19,27,5,5,1,9,6,0
MSTRG.22062.2,2009,7202,0,5587,6638,192,1503,0,657,115,133,0
MSTRG.22062.1,222,0,2,597,428,4340,630,1575,2061,59,221,172
MSTRG.22062.3,1358,3,4676,792,53,224,0,147,1,490,2756,649
MSTRG.22062.4,1084,40,6,53,153,0,951,1282,1752,958,0,0
MSTRG.22062.5,448,0,488,326,145,101,2810,5216,1720,6061,3278,248
MSTRG.22062.7,78,9,945,70,26,849,215,0,0,0,262,0
MSTRG.22062.6,35,0,169,3,108,0,2448,979,2776,172,0,5401
MSTRG.22062.8,349,31,601,46,0,12,9,142,101,0,0,564
MSTRG.22062.11,274,29,264,108,0,2,0,52,27,145,75,0
MSTRG.22062.10,1,0,0,0,0,0,21,44,2,277,279,99
MSTRG.22062.13,21,2,179,14,3,0,34,105,29,219,69,70
MSTRG.22062.14,73,0,0,0,0,60,3,0,205,0,114,459
MSTRG.22062.17,17,6,121,7,4,0,15,119,34,343,163,120
MSTRG.22062.18,0,78,0,123,66,119,22,57,43,4,34,12
MSTRG.22057.2,0,0,0,0,0,0,74,0,0,0,0,0
MSTRG.22056.1,11,12,5,6,15,0,15,10,7,11,15,10
MSTRG.22056.2,11,32,2,13,14,18,28,39,19,58,31,28
MSTRG.22057.1,153,261,85,260,14,85,8,63,92,43,96,42
MSTRG.22057.3,336,145,219,96,147,187,167,85,117,125,181,67
MSTRG.22057.4,68,45,1,2,295,66,14,186,133,48,71,203
MSTRG.22058.1,5113,4659,4635,4993,4596,3736,5137,6254,6161,5269,4915,4778
MSTRG.22055.1,21,13,1,0,4,16,12,7,19,8,11,7
MSTRG.22059.1,36,57,47,98,37,8,37,97,78,63,68,77
MSTRG.22059.2,634,301,1050,811,440,415,997,1327,1274,1257,1453,1158
MSTRG.22059.3,355,342,1052,742,330,256,1146,1421,1556,1441,1292,1513
MSTRG.22059.4,235,316,276,272,294,368,481,489,650,566,504,479
MSTRG.22059.5,37,36,104,0,13,0,68,66,62,91,54,29
MSTRG.22063.1,8,17,39,31,6,0,30,24,32,21,32,27
MSTRG.22065.1,0,1,10,136,1360,0,31,1,11,6,0,0
MSTRG.22064.1,5506,5571,5455,5854,6323,5350,4440,6435,5754,4743,5686,5180
MSTRG.22064.2,228,292,0,169,0,11,3,278,295,173,264,190
MSTRG.22065.2,1605,1730,1550,1332,361,798,3044,3473,3439,3120,2609,2972
MSTRG.22065.3,478,167,103,181,374,631,76,206,106,99,38,223
MSTRG.22065.4,843,707,1209,1123,451,1262,685,633,801,1089,1221,649
MSTRG.22066.1,6056,6917,1563,729,6237,5069,3428,3552,3687,2397,1988,3056
MSTRG.22066.2,1525,2034,839,1794,872,2903,1012,2062,1763,1968,1868,1238
MSTRG.22067.1,79,67,64,111,86,72,91,70,112,81,84,99
MSTRG.22068.1,2067,1707,4449,3047,1531,1593,6868,5930,6739,6794,4611,5080
MSTRG.22068.2,121,145,354,197,64,85,217,188,120,175,128,262
MSTRG.22070.1,60,74,67,45,78,82,120,128,105,110,146,99
MSTRG.22071.1,147,224,63,63,291,195,112,84,169,113,147,161
MSTRG.22072.1,20,54,8,10,15,83,0,12,3,0,0,17
MSTRG.22072.2,6,20,3,3,8,63,0,3,7,0,2,1
MSTRG.22071.2,17,27,6,18,13,21,8,6,12,8,10,13
MSTRG.22074.1,1067,765,1014,835,1026,774,1555,1434,1506,1328,906,1137
MSTRG.22076.1,4,5,67,72,0,2,153,51,54,99,36,78
MSTRG.22073.1,451,433,327,353,389,560,307,431,389,235,302,293
MSTRG.22075.1,10765,10948,8369,11023,10637,9248,11135,10632,11067,7967,8481,9324
MSTRG.22079.1,6,0,2,2,72,13,9,5,2,5,6,2
MSTRG.22080.2,0,0,17,0,0,0,21,0,0,169,0,115
MSTRG.22080.1,182,107,160,170,198,81,95,229,197,30,184,107
MSTRG.22077.1,0,4,29,6,14,0,127,34,68,105,39,113
MSTRG.22078.1,0,0,14,298,1394,1189,53,128,1204,0,174,152
MSTRG.22081.5,0,206,16,0,51,0,314,287,407,273,175,75
MSTRG.22081.6,0,409,0,981,874,4099,521,463,739,232,186,0
MSTRG.22081.7,0,551,1441,0,650,0,548,882,716,998,657,2077
MSTRG.22081.8,0,568,0,80,1232,0,527,827,672,686,563,0
MSTRG.22082.1,0,0,3,2,4,0,6,0,4,1,0,8
MSTRG.22077.2,1240,0,1023,700,1,0,1242,1295,258,1065,794,889
MSTRG.22081.1,279,503,51,829,248,156,129,295,284,298,161,1650
MSTRG.22081.2,4326,3767,7036,5410,2800,365,7278,7610,8183,7046,5216,4373
MSTRG.22081.3,1777,339,11,1986,817,186,471,684,449,732,421,902
MSTRG.22081.4,315,203,562,457,192,102,151,693,479,512,194,161
MSTRG.22084.1,323,413,911,307,277,549,1085,430,1101,284,934,423
MSTRG.22084.2,169,138,0,336,153,0,0,292,0,70,0,187
MSTRG.22084.3,80,91,17,37,289,2,5,55,6,12,9,195
MSTRG.22084.4,186,167,0,31,0,20,0,293,0,552,0,195
MSTRG.22083.1,30,35,6,7,32,46,12,11,10,11,5,11
MSTRG.22085.1,22,11,8,8,14,13,12,7,8,11,5,8
MSTRG.22086.1,10,13,7,8,10,6,20,33,15,17,7,13
MSTRG.22087.2,0,2,21,5,0,0,10,0,8,7,3,3
MSTRG.22087.1,393,552,199,221,624,711,237,232,315,168,160,209
MSTRG.22088.1,28,44,13,4,146,12,9,20,13,20,2,3
MSTRG.22089.1,4213,3551,3787,4474,4110,3238,4048,4977,4421,4310,3782,4584
MSTRG.22090.2,28,9,136,76,14,8,218,144,118,174,98,156
MSTRG.22090.3,27,10,89,78,11,3,137,94,73,92,49,90
MSTRG.22090.1,9,6,174,179,27,11,203,146,184,198,159,161
MSTRG.22091.1,3,15,35,25,11,3,149,26,51,127,25,73
MSTRG.22092.1,374,503,167,224,441,572,178,241,338,229,179,178
MSTRG.22093.1,7,6,28,12,11,7,84,39,46,48,30,39
MSTRG.22094.1,65,50,124,92,64,44,318,108,229,180,99,163
MSTRG.22096.1,21,36,23,17,12,47,31,64,24,64,22,25
MSTRG.22095.1,2327,1384,177,444,1539,877,506,609,344,393,4,232
MSTRG.22095.2,7518,8344,2332,2861,9067,9826,3680,4210,4861,3607,2815,2868
MSTRG.22097.1,78,114,165,110,98,55,509,193,289,526,243,423
MSTRG.22098.1,180,172,107,107,182,167,147,153,219,129,161,145
MSTRG.22099.1,281,257,189,228,347,259,281,317,309,288,180,202
MSTRG.22100.1,6,13,123,57,3,2,135,164,105,171,82,123
MSTRG.22103.2,0,52,100,487,129,1,436,204,272,329,554,294
MSTRG.22103.3,0,0,0,0,0,259,0,0,616,0,0,0
MSTRG.22103.4,0,0,536,145,0,0,301,285,96,388,37,51
MSTRG.22102.1,87,85,369,204,101,129,547,610,551,775,299,379
MSTRG.22103.1,524,923,708,279,937,425,475,543,549,542,951,574
MSTRG.22104.1,494,0,263,856,11,28,405,1305,505,708,198,1098
MSTRG.22103.5,131,95,197,291,41,1,193,197,167,269,51,166
MSTRG.22101.1,3299,3879,1727,2505,3770,3447,1271,2538,1887,1607,1862,1692
MSTRG.22105.1,168,328,391,264,155,410,343,445,432,244,332,292
MSTRG.22105.2,291,0,0,103,307,0,32,0,45,18,36,47
MSTRG.22106.1,583,409,224,103,429,359,270,526,305,415,190,253
MSTRG.22106.2,186,298,58,40,399,366,81,96,204,55,88,224
MSTRG.22106.3,92,0,29,22,0,0,18,32,37,20,148,25
MSTRG.22106.4,152,387,111,232,225,471,126,147,174,190,252,188
MSTRG.22107.1,0,0,69,0,42,42,0,100,76,51,53,0
MSTRG.22107.2,38,25,0,71,0,0,15,0,0,0,0,43
MSTRG.22108.1,4,10,20,39,7,3,24,32,37,30,18,18
MSTRG.22109.1,32,41,40,100,49,21,82,100,77,61,109,110
MSTRG.22110.1,2,3,46,22,1,9,83,50,17,79,25,39
MSTRG.22111.1,212,127,360,258,135,69,557,367,382,484,256,432
MSTRG.22112.1,20,8,85,41,52,7,186,96,94,214,79,137
MSTRG.22113.1,476,438,463,424,438,377,526,493,566,502,413,639
MSTRG.22114.1,2504,2571,2602,3296,2519,2460,1752,2875,2694,2232,2461,2708
MSTRG.22115.1,939,715,691,804,743,738,1050,1562,1587,1351,1429,1376
MSTRG.22116.1,2110,1478,3643,3728,1809,1473,3653,4631,4741,4324,4497,4439
MSTRG.22117.1,276,247,222,236,267,325,265,278,350,204,219,220
MSTRG.22118.1,208,178,123,79,176,219,132,164,127,85,85,150
MSTRG.22119.1,169,104,271,291,199,122,269,279,248,288,203,280
MSTRG.22120.1,8,2,32,28,14,0,21,29,20,12,13,24
MSTRG.22121.1,20,24,6,29,38,57,45,43,17,29,40,23
MSTRG.22122.1,79,98,46,96,59,37,57,61,70,40,61,132
MSTRG.22123.1,1,2,2,0,0,32,0,4,0,0,0,2
MSTRG.22124.1,494,573,131,207,555,602,125,195,203,206,165,177
MSTRG.22125.1,122,92,52,44,131,56,53,39,56,54,27,44
MSTRG.22126.1,470,193,127,94,229,276,596,276,663,177,313,176
MSTRG.22126.2,450,686,413,330,888,508,187,476,120,464,95,260
MSTRG.22127.2,0,0,0,0,95,0,0,0,0,0,0,0
MSTRG.22127.1,83,51,193,121,6,35,156,169,216,247,151,125
MSTRG.22128.1,351,235,237,224,360,273,332,418,426,332,273,326
MSTRG.22129.1,70,29,14,11,153,80,16,11,25,12,8,9
MSTRG.22129.2,19,78,0,0,37,9,12,13,12,3,16,10
MSTRG.22130.1,356,307,371,371,373,335,405,510,472,355,373,451
MSTRG.22131.1,132,81,101,76,120,100,298,309,352,310,345,338
MSTRG.22132.1,8121,7192,8362,9351,8376,6722,6780,9603,8545,7922,9067,8618
MSTRG.22134.1,1758,1453,678,644,1639,1328,807,919,1114,795,671,568
MSTRG.22135.1,18,33,18,24,25,54,14,33,29,22,22,29
MSTRG.22136.1,18,20,166,69,6,7,232,121,182,173,162,241
MSTRG.22138.2,0,40,22,0,38,0,27,104,11,98,28,64
MSTRG.22138.1,3,29,117,181,20,11,153,94,121,132,60,302
MSTRG.22138.4,36,1,48,0,0,0,157,163,282,122,207,72
MSTRG.22138.3,20,0,278,105,0,43,58,43,32,38,76,43
MSTRG.22137.1,827,958,540,451,811,814,525,723,728,525,635,619
MSTRG.22139.1,66,89,49,66,92,82,43,58,75,46,53,33
MSTRG.22140.1,0,0,14,25,0,0,19,9,10,8,3,2
MSTRG.22141.1,75,39,59,51,46,24,148,87,118,133,120,70
MSTRG.22142.1,505,426,280,340,450,352,513,428,586,438,353,305
MSTRG.22144.1,0,56,68,0,0,0,14,0,0,18,0,33
MSTRG.22143.1,134,144,75,144,200,144,90,103,140,124,106,119
MSTRG.22145.1,251,242,94,144,350,416,99,175,168,85,125,111
MSTRG.22145.3,58,62,14,0,41,26,2,14,11,8,4,13
MSTRG.22145.2,44,66,12,26,96,167,23,52,42,19,33,26
MSTRG.22146.1,11,4,21,47,0,2,9,6,19,3,16,18
MSTRG.22147.1,3023,2821,1782,1856,3050,2723,2760,2671,3302,2526,1401,1659
MSTRG.22148.1,1748,1579,3483,2974,1891,1032,6274,3319,3538,5287,2528,3832
MSTRG.22149.1,33,0,0,0,0,0,0,0,35,0,0,0
MSTRG.22150.1,4953,4451,7945,7540,5102,3382,8572,6782,7211,7306,5100,6976
MSTRG.22152.2,0,0,0,0,0,0,0,0,0,0,348,0
MSTRG.22151.2,0,0,0,0,0,0,0,0,2389,0,0,0
MSTRG.22151.1,1754,1767,2654,2894,1847,1178,2760,5709,3341,5226,0,5169
MSTRG.22152.1,1754,1767,2654,2894,1847,1178,2760,0,0,0,4115,0
MSTRG.22155.1,56,64,113,73,84,103,78,107,95,69,123,126
MSTRG.22156.1,27,38,63,69,24,34,46,49,75,38,66,56
MSTRG.22153.2,0,9721,4223,1811,6455,0,3031,5833,5598,4171,5407,5851
MSTRG.22153.1,18169,10666,5933,9789,12064,17187,6656,8775,7964,6128,6298,6072
MSTRG.22154.1,32,38,10,10,39,48,6,16,10,1,12,7
MSTRG.22157.1,53,54,39,48,57,32,67,73,127,87,64,114
MSTRG.22158.1,2262,2251,2006,2223,2412,2362,2567,3124,3184,2827,2852,3124
MSTRG.22159.1,38,19,4,17,12,36,6,8,2,19,16,27
MSTRG.22160.2,0,20,3,0,26,149,0,10,0,5,0,18
MSTRG.22160.1,16,98,39,20,71,273,0,117,9,64,5,167
MSTRG.22161.1,15,447,88,49,141,1649,75,386,121,258,29,491
MSTRG.22162.1,21,25,138,82,23,1,167,79,114,152,51,133
MSTRG.22163.1,42,78,8,6,75,127,25,11,7,0,6,26
MSTRG.22164.1,12,12,143,66,18,11,206,119,165,128,87,156
MSTRG.22165.1,4,13,104,31,23,5,242,80,56,217,79,134
MSTRG.22166.1,10,0,6,10,5,4,23,21,13,16,19,36
MSTRG.22167.1,155,108,166,128,145,73,269,166,143,192,155,207
MSTRG.22168.1,7,2,44,36,9,1,38,4,15,21,6,29
MSTRG.22169.1,12,1,48,16,0,0,61,30,48,59,41,79
MSTRG.22170.1,329,187,679,539,145,128,754,591,637,740,546,655
MSTRG.22170.2,52,8,48,68,12,0,35,57,24,20,37,24
MSTRG.22171.1,255,162,153,124,219,123,84,127,106,65,104,121
MSTRG.22172.1,194,107,210,323,160,174,337,366,229,515,287,277
MSTRG.22173.1,151,118,88,157,118,191,189,180,173,231,149,192
MSTRG.22174.1,1143,1095,1030,1336,513,404,635,1635,1356,764,922,942
MSTRG.22174.2,2176,2024,793,695,2940,2994,968,681,716,1215,728,995
MSTRG.22175.1,4466,3840,4363,4548,4125,3457,5128,5672,5985,5431,4241,5155
MSTRG.22176.2,168,123,381,0,233,132,781,86,598,348,397,408
MSTRG.22176.1,14,0,1830,825,12,0,2309,1846,1789,2671,1057,1889
MSTRG.22178.1,35,68,3,14,27,38,4,9,10,5,11,19
MSTRG.22179.1,8,4,137,25,6,0,127,207,184,32,100,44
MSTRG.22179.2,6,0,143,78,3,0,85,167,138,22,71,30
MSTRG.22180.1,2,0,67,13,0,0,41,59,40,9,34,15
MSTRG.22181.1,9,40,32,20,25,28,27,11,39,34,11,33
MSTRG.22182.1,19,45,0,15,77,20,24,18,22,60,16,28
MSTRG.22183.1,82,119,41,60,184,225,50,57,66,30,28,75
MSTRG.22183.2,30,40,17,5,55,57,12,18,21,12,9,10
MSTRG.22184.1,43,57,121,100,65,54,127,113,116,94,125,154
MSTRG.22185.1,123,145,203,250,126,120,255,200,173,163,179,181
MSTRG.22186.1,383,453,456,428,578,413,331,385,423,245,351,361
MSTRG.22187.1,146,158,102,121,208,190,98,113,150,85,107,142
MSTRG.22188.1,25,62,67,62,59,70,158,126,100,142,125,122
MSTRG.22189.1,29,36,13,18,31,47,34,18,22,45,32,19
MSTRG.22190.1,3723,4272,1434,1763,4048,4420,1346,2399,1978,1435,1983,1831
MSTRG.22191.1,188,223,348,322,191,160,357,274,321,295,246,311
MSTRG.22192.1,341,396,525,26,482,0,410,245,165,329,166,238
MSTRG.22192.2,358,247,470,520,276,322,700,764,713,530,520,660
MSTRG.22192.3,357,328,382,513,249,299,527,758,512,538,429,549
MSTRG.22193.2,97,1,62,186,0,0,168,134,163,136,130,80
MSTRG.22193.1,38,52,160,392,0,0,190,129,114,74,114,185
MSTRG.22194.1,475,365,908,706,355,201,1061,812,813,847,556,692
MSTRG.22195.1,209,130,113,175,174,113,190,131,149,144,149,192
MSTRG.22196.1,400,447,454,514,403,171,684,592,547,653,482,569
MSTRG.22197.1,157,155,144,241,133,102,110,183,91,116,82,120
MSTRG.22198.1,200,165,184,209,216,55,221,169,160,138,117,152
MSTRG.22199.1,231,134,147,169,165,130,240,166,161,238,135,215
MSTRG.22200.3,0,84,78,465,0,0,31,0,66,131,0,0
MSTRG.22200.1,142,44,272,1,268,8,408,270,231,294,212,254
MSTRG.22200.2,232,148,100,35,96,158,244,143,131,216,118,289
MSTRG.22201.1,16,19,119,33,19,8,166,75,99,141,66,106
MSTRG.22202.1,2,0,20,4,3,0,68,15,8,49,12,32
MSTRG.22203.1,197,169,70,140,218,232,87,80,98,91,67,60
MSTRG.22204.1,4,0,0,38,4,5,0,8,10,5,5,6
MSTRG.22205.1,78,108,56,63,121,118,69,74,90,55,63,63
MSTRG.22206.1,395,778,1895,1736,317,430,2201,2325,1765,2808,1480,2631
MSTRG.22206.2,9911,12320,2151,3731,9312,10795,13665,9838,10121,7894,11051,14925
MSTRG.22207.1,4193,3665,5498,5039,3975,2826,4824,6438,5768,5621,5589,5670
MSTRG.22208.1,118,33,84,57,69,137,56,15,51,35,4,23
MSTRG.22209.1,307,385,271,298,341,311,338,317,287,344,254,351
MSTRG.22210.1,34,21,59,44,20,25,126,51,84,97,54,84
MSTRG.22212.4,0,0,0,1,0,0,0,0,0,0,19,91
MSTRG.22212.1,24,22,230,103,18,9,266,244,284,321,219,315
MSTRG.22212.3,12,7,129,63,21,13,158,188,172,58,108,78
MSTRG.22212.2,10,12,187,66,0,4,198,222,182,307,127,179
MSTRG.22211.1,4,19,25,38,23,24,55,19,32,14,15,34
MSTRG.22213.1,114,183,285,333,179,215,422,562,526,468,533,548
MSTRG.22213.2,86,55,318,183,87,83,194,193,290,309,168,236
MSTRG.22214.1,31,27,134,59,28,11,213,235,253,251,164,183
MSTRG.22215.1,7,14,136,82,0,7,124,104,115,128,122,80
MSTRG.22216.1,64,104,200,160,211,67,148,159,163,75,114,187
MSTRG.22217.1,19,22,72,31,10,0,228,97,148,211,86,168
MSTRG.22218.1,25,11,45,12,22,8,37,46,60,49,55,36
MSTRG.22220.2,0,1,98,0,0,0,0,77,1,4,20,1
MSTRG.22220.3,0,1,187,253,0,0,148,1,306,235,108,281
MSTRG.22220.4,0,0,0,0,0,0,171,0,0,0,0,131
MSTRG.22220.1,380,289,117,329,341,246,137,510,239,193,245,57
MSTRG.22219.1,42,27,12,31,62,40,23,27,11,20,15,16
MSTRG.22221.1,30,41,21,28,58,48,3,21,17,11,5,19
MSTRG.22222.1,242,255,280,360,244,230,360,418,385,350,345,385
MSTRG.22223.1,13,13,12,11,17,12,38,26,23,30,9,25
MSTRG.22224.1,361,358,148,153,317,237,213,279,245,233,264,233
MSTRG.22225.1,1356,1226,1475,1478,1310,1265,1568,1481,1551,1347,1238,1493
MSTRG.22226.1,7,39,27,0,35,0,37,48,24,12,52,31
MSTRG.22227.1,1652,1827,967,1259,1415,1408,1223,1552,1525,1183,1236,1331
MSTRG.22228.2,97,58,79,84,92,42,140,150,151,128,97,0
MSTRG.22228.1,95,58,75,82,88,41,134,147,150,126,95,236
MSTRG.22229.1,7,0,4,32,14,2,10,13,8,7,7,14
MSTRG.22230.1,843,573,1867,1583,777,465,2944,2532,2519,2846,2030,2379
MSTRG.22231.1,132,233,134,100,134,132,183,133,170,141,157,199
MSTRG.22232.1,70,152,71,62,71,93,113,86,81,78,63,127
MSTRG.22233.1,5,13,11,25,5,12,19,12,28,11,8,17
MSTRG.22236.1,5007,1909,3919,8607,7624,3717,2780,5661,4708,6053,1782,2376
MSTRG.22236.2,131,2395,1529,0,109,5430,2640,1532,1718,191,2871,2052
MSTRG.22236.3,462,0,0,346,2581,0,0,627,0,349,459,2272
MSTRG.22236.4,179,977,1378,71,656,322,554,727,700,332,1236,1028
MSTRG.22236.5,3003,3049,593,68,29,65,794,1069,551,309,2447,1409
MSTRG.22236.6,472,0,1484,0,0,0,35,0,407,0,0,0
MSTRG.22234.1,1031,1014,890,916,838,924,1092,1507,1417,1309,1276,1284
MSTRG.22235.1,585,502,493,458,454,475,385,527,480,502,497,473
MSTRG.22239.1,213,175,315,396,189,249,330,513,307,363,985,462
MSTRG.22237.1,20712,21984,55284,86123,20752,21503,16199,36944,23777,21298,76982,33092
MSTRG.22238.1,15,2,142,43,8,0,137,76,57,82,80,94
MSTRG.22240.1,30,0,33,26,14,10,64,46,77,73,55,96
MSTRG.22241.1,208,306,288,296,335,220,467,434,537,417,336,412
MSTRG.22242.2,0,327,0,0,146,230,0,5,0,136,115,0
MSTRG.22242.1,863,812,88,112,818,1033,296,369,396,120,75,165
MSTRG.22243.2,344,194,34,45,233,233,262,155,137,220,145,87
MSTRG.22243.1,275,170,96,115,268,152,166,151,163,191,124,112
MSTRG.22243.5,61,0,1,20,0,0,88,54,105,76,0,42
MSTRG.22243.3,283,329,379,194,310,202,338,339,391,397,184,236
MSTRG.22243.4,56,43,30,113,54,0,44,42,45,20,0,0
MSTRG.22244.1,117,81,68,83,101,79,216,114,198,184,132,112
