gene_id	pfam_domain_count	top_pfam_name	top_pfam_accession	top_pfam_ievalue	top_pfam_description	pfam_domains	pfam_accessions	pfam_descriptions	pfam_proteins
MSTRG.20418	2	PITH	PF06201.20	1.7e-52	PITH domain	PITH;Thioredoxin	PF06201.20;PF00085.27	PITH domain;Thioredoxin	MSTRG.20418.1.p1
MSTRG.20419	3	CEP89	PF28159.1	4.1e-124	Centrosomal protein of 89 kDa	CEP89	PF28159.1	Centrosomal protein of 89 kDa	MSTRG.20419.1.p1;MSTRG.20419.2.p1;MSTRG.20419.3.p1
MSTRG.2042	28	ArfGap	PF01412.24	2.1e-24	Putative GTPase activating protein for Arf	ArfGap;GIT_SHD;Ank_5;Ank_2;GIT_CC;Ank_4	PF01412.24;PF08518.17;PF13857.13;PF12796.14;PF16559.11;PF13637.13	Putative GTPase activating protein for Arf;Spa2 homology domain (SHD) of GIT;Ankyrin repeats (many copies);Ankyrin repeats (3 copies);GIT coiled-coil Rho guanine nucleotide exchange factor	MSTRG.2042.1.p1;MSTRG.2042.2.p1;MSTRG.2042.3.p1;MSTRG.2042.4.p1
MSTRG.20420	2	RSB_motif	PF16294.11	5.5e-24	RNSP1-SAP18 binding (RSB) motif	RSB_motif	PF16294.11	RNSP1-SAP18 binding (RSB) motif	MSTRG.20420.1.p1;MSTRG.20420.2.p1
MSTRG.20426	1	LRR_8	PF13855.13	5.6e-10	Leucine rich repeat	LRR_8	PF13855.13	Leucine rich repeat	MSTRG.20426.1.p1
MSTRG.20432	1	COR-A	PF16095.12	1.6e-15	C-terminal of Roc, COR-A domain	COR-A	PF16095.12	C-terminal of Roc, COR-A domain	MSTRG.20432.1.p1
MSTRG.20442	2	adh_short	PF00106.32	8e-16	short chain dehydrogenase	adh_short;adh_short_C2	PF00106.32;PF13561.13	short chain dehydrogenase;Enoyl-(Acyl carrier protein) reductase	MSTRG.20442.1.p1
MSTRG.20445	6	adh_short	PF00106.32	5.1e-29	short chain dehydrogenase	adh_short;adh_short_C2;KR	PF00106.32;PF13561.13;PF08659.17	short chain dehydrogenase;Enoyl-(Acyl carrier protein) reductase;KR domain	MSTRG.20445.1.p1;MSTRG.20445.2.p1
MSTRG.20446	2	SCO1-SenC	PF02630.21	6.8e-47	SCO1/SenC	SCO1-SenC;AhpC-TSA	PF02630.21;PF00578.28	SCO1/SenC;AhpC/TSA family	MSTRG.20446.1.p1
MSTRG.20449	6	SCO1-SenC	PF02630.21	6.4e-44	SCO1/SenC	SCO1-SenC;AhpC-TSA	PF02630.21;PF00578.28	SCO1/SenC;AhpC/TSA family	MSTRG.20449.2.p1;MSTRG.20449.3.p1;MSTRG.20449.1.p1
MSTRG.20452	3	NAD_binding_4	PF07993.19	6.1e-80	Male sterility protein	NAD_binding_4;Sterile;Epimerase	PF07993.19;PF03015.25;PF01370.28	Male sterility protein;NAD dependent epimerase/dehydratase family	MSTRG.20452.1.p1
MSTRG.20456	4	zf-H2C2_2	PF13465.13	3.8e-09	Zinc-finger double domain	zf-H2C2_2;zf-H2C2_5;zf-C2H2	PF13465.13;PF13909.13;PF00096.33	Zinc-finger double domain;C2H2-type zinc-finger domain;Zinc finger, C2H2 type	MSTRG.20456.1.p1
MSTRG.20457	4	zf-H2C2_2	PF13465.13	1.1e-08	Zinc-finger double domain	zf-H2C2_2;zf-H2C2_5	PF13465.13;PF13909.13	Zinc-finger double domain;C2H2-type zinc-finger domain	MSTRG.20457.1.p1
MSTRG.20459	2	TPX2_importin	PF12214.14	1e-21	Cell cycle regulated microtubule associated protein	TPX2_importin;TPX2	PF12214.14;PF06886.17	Cell cycle regulated microtubule associated protein;Targeting protein for Xklp2 (TPX2) domain	MSTRG.20459.1.p1
MSTRG.20461	6	Glyco_hydro_20	PF00728.29	1.6e-81	Glycosyl hydrolase family 20, catalytic domain	Glyco_hydro_20;Glycohydro_20b2	PF00728.29;PF14845.12	Glycosyl hydrolase family 20, catalytic domain;beta-acetyl hexosaminidase like	MSTRG.20461.1.p1;MSTRG.20461.2.p1;MSTRG.20461.3.p1
MSTRG.20466	8	zf-H2C2_2	PF13465.13	2.4e-09	Zinc-finger double domain	zf-H2C2_2;zf-C2H2_6	PF13465.13;PF13912.13	Zinc-finger double domain;C2H2-type zinc finger	MSTRG.20466.1.p1
MSTRG.20469	1	Aldedh	PF00171.28	7.3e-11	Aldehyde dehydrogenase family	Aldedh	PF00171.28	Aldehyde dehydrogenase family	MSTRG.20469.1.p1
MSTRG.20472	1	Aldedh	PF00171.28	5.5e-149	Aldehyde dehydrogenase family	Aldedh	PF00171.28	Aldehyde dehydrogenase family	MSTRG.20472.1.p1
MSTRG.20474	2	Sulfotransfer_1	PF00685.34	2e-18	Sulfotransferase domain	Sulfotransfer_1;Sulfotransfer_3	PF00685.34;PF13469.13	Sulfotransferase domain;Sulfotransferase family	MSTRG.20474.1.p2
MSTRG.20483	2	bZIP_2	PF07716.21	3e-13	Basic region leucine zipper	bZIP_2;bZIP_1	PF07716.21;PF00170.27	Basic region leucine zipper;bZIP transcription factor	MSTRG.20483.1.p1
MSTRG.2049	3	Pkinase	PF00069.32	1.7e-21	Protein kinase domain	Pkinase;PK_Tyr_Ser-Thr	PF00069.32;PF07714.24	Protein kinase domain;Protein tyrosine and serine/threonine kinase	MSTRG.2049.1.p1;MSTRG.2049.2.p1
MSTRG.20492	2	ANF_receptor	PF01094.35	3e-30	Receptor family ligand binding region	ANF_receptor	PF01094.35	Receptor family ligand binding region	MSTRG.20492.1.p1;MSTRG.20492.2.p2
MSTRG.20494	11	ESCRT-II	PF05871.19	7.6e-25	ESCRT-II complex subunit	ESCRT-II	PF05871.19	ESCRT-II complex subunit	MSTRG.20494.8.p1;MSTRG.20494.12.p1;MSTRG.20494.7.p1;MSTRG.20494.9.p1;MSTRG.20494.11.p1;MSTRG.20494.5.p1;MSTRG.20494.10.p1;MSTRG.20494.13.p1;MSTRG.20494.4.p1;MSTRG.20494.6.p1;MSTRG.20494.3.p1
MSTRG.20498	1	TMEM192	PF14802.12	1.5e-54	TMEM192 family	TMEM192	PF14802.12	TMEM192 family	MSTRG.20498.1.p1
MSTRG.205	3	HHH_XRCC3_RpoA	PF26169.1	1.2e-12	XRCC3/RpoA-like, helix-hairpin-helix domain	HHH_XRCC3_RpoA;Rad51;ATPase	PF26169.1;PF08423.18;PF06745.20	XRCC3/RpoA-like, helix-hairpin-helix domain;Rad51;KaiC	MSTRG.205.1.p1
MSTRG.20501	1	Arrestin_C	PF02752.28	6.5e-11	Arrestin (or S-antigen), C-terminal domain	Arrestin_C	PF02752.28	Arrestin (or S-antigen), C-terminal domain	MSTRG.20501.1.p1
MSTRG.20503	1	Alk_phosphatase	PF00245.26	8.6e-63	Alkaline phosphatase	Alk_phosphatase	PF00245.26	Alkaline phosphatase	MSTRG.20503.1.p1
MSTRG.20505	2	Alk_phosphatase	PF00245.26	8.8e-28	Alkaline phosphatase	Alk_phosphatase	PF00245.26	Alkaline phosphatase	MSTRG.20505.1.p2;MSTRG.20505.2.p2
MSTRG.20511	1	Ion_trans	PF00520.38	1.8e-22	Ion transport protein	Ion_trans	PF00520.38	Ion transport protein	MSTRG.20511.1.p1
MSTRG.20514	3	cNMP_binding	PF00027.36	4.9e-13	Cyclic nucleotide-binding domain	cNMP_binding	PF00027.36	Cyclic nucleotide-binding domain	MSTRG.20514.1.p1;MSTRG.20514.3.p1;MSTRG.20514.2.p1
MSTRG.20518	2	SLC12	PF03522.21	1.3e-139	Solute carrier family 12	SLC12;AA_permease	PF03522.21;PF00324.28	Solute carrier family 12;Amino acid permease	MSTRG.20518.1.p1
MSTRG.20519	2	RasGAP_C	PF03836.21	3.2e-25	RasGAP C-terminus	RasGAP_C	PF03836.21	RasGAP C-terminus	MSTRG.20519.2.p1
MSTRG.20524	11	A2M_BRD	PF07703.21	3.3e-29	Alpha-2-macroglobulin bait region domain	A2M_BRD;A2M;MG3;TED_complement	PF07703.21;PF00207.29;PF17791.8;PF07678.21	Alpha-2-macroglobulin bait region domain;Alpha-2-macroglobulin family;Macroglobulin domain MG3;A-macroglobulin TED domain	MSTRG.20524.3.p1;MSTRG.20524.1.p1;MSTRG.20524.2.p1;MSTRG.20524.4.p1;MSTRG.20524.3.p2
MSTRG.20526	1	UPF0449	PF15136.12	9.9e-11	Uncharacterised protein family UPF0449	UPF0449	PF15136.12	Uncharacterised protein family UPF0449	MSTRG.20526.1.p1
MSTRG.20527	1	SpoU_methylase	PF00588.25	2.6e-08	SpoU rRNA Methylase family	SpoU_methylase	PF00588.25	SpoU rRNA Methylase family	MSTRG.20527.1.p1
MSTRG.20528	2	SpoU_methylase	PF00588.25	1.2e-12	SpoU rRNA Methylase family	SpoU_methylase;MRM3-like_sub_bind	PF00588.25;PF22435.2	SpoU rRNA Methylase family;MRM3-like substrate binding domain	MSTRG.20528.1.p1
MSTRG.20530	3	SET	PF00856.34	3.5e-26	SET domain	SET;N-SET;RRM_1	PF00856.34;PF11764.14;PF00076.29	SET domain;COMPASS (Complex proteins associated with Set1p) component N;RNA recognition motif	MSTRG.20530.1.p1
MSTRG.20537	1	Glycos_transf_2	PF00535.33	1e-20	Glycosyl transferase family 2	Glycos_transf_2	PF00535.33	Glycosyl transferase family 2	MSTRG.20537.1.p1
MSTRG.20539	2	RabGAP-TBC	PF00566.26	4.9e-14	Rab-GTPase-TBC domain	RabGAP-TBC;RabGap-TBC_2	PF00566.26;PF23436.2	Rab-GTPase-TBC domain;RabGAP TBC domain	MSTRG.20539.1.p1
MSTRG.20543	1	MRP-L47	PF06984.19	8.1e-16	Mitochondrial 39-S ribosomal protein L47 (MRP-L47)	MRP-L47	PF06984.19	Mitochondrial 39-S ribosomal protein L47 (MRP-L47)	MSTRG.20543.1.p1
MSTRG.20544	2	RUN	PF02759.25	7.2e-20	RUN domain	RUN	PF02759.25	RUN domain	MSTRG.20544.1.p1;MSTRG.20544.2.p1
MSTRG.20545	1	PH_PLEKHM2	PF23142.3	8e-25	PLEKHM2 PH domain-like	PH_PLEKHM2	PF23142.3	PLEKHM2 PH domain-like	MSTRG.20545.1.p1
MSTRG.2055	10	Sulfotransfer_1	PF00685.34	1.4e-21	Sulfotransferase domain	Sulfotransfer_1	PF00685.34	Sulfotransferase domain	MSTRG.2055.1.p1;MSTRG.2055.2.p1;MSTRG.2055.3.p1;MSTRG.2055.4.p1;MSTRG.2055.5.p1;MSTRG.2055.6.p1;MSTRG.2055.7.p1;MSTRG.2055.8.p1;MSTRG.2055.9.p1;MSTRG.2055.10.p1
MSTRG.20555	11	Kelch_KLHDC2_KLHL20_DRC7	PF24681.2	1.2e-47	KLHDC2/KLHL20/DRC7 Kelch-repeats domain	Kelch_KLHDC2_KLHL20_DRC7;Beta-prop_ATRN-LZTR1;Beta-prop_FBX42;Kelch_1;Kelch_FKB95;Kelch_HCF;Beta-prop_TYW4	PF24681.2;PF24981.2;PF13415.13;PF01344.32;PF25210.2;PF13854.13;PF13418.13	KLHDC2/KLHL20/DRC7 Kelch-repeats domain;Attractin/LZTR1 beta-propeller;FBX42, beta-propeller domain;Kelch motif;FKB95, Kelch-repeats domain;Host cell factor, Kelch-repeats domain;tRNA wybutosine-synthesizing protein 4, beta-propeller	MSTRG.20555.1.p1
MSTRG.20557	4	Ank_5	PF13857.13	5.3e-07	Ankyrin repeats (many copies)	Ank_5;Ank_2	PF13857.13;PF12796.14	Ankyrin repeats (many copies);Ankyrin repeats (3 copies)	MSTRG.20557.1.p1;MSTRG.20557.2.p1
MSTRG.20558	1	DHHC	PF01529.26	4.4e-26	DHHC palmitoyltransferase	DHHC	PF01529.26	DHHC palmitoyltransferase	MSTRG.20558.1.p1
MSTRG.20559	4	AAA	PF00004.36	1.3e-40	ATPase family associated with various cellular activities (AAA)	AAA;KATNA1_MIT;AAA_lid_3;Vps4_C	PF00004.36;PF21126.4;PF17862.8;PF09336.17	ATPase family associated with various cellular activities (AAA);Katanin p60 subunit A1, MIT domain;AAA+ lid domain;Vps4 C terminal oligomerisation domain	MSTRG.20559.1.p1
MSTRG.20567	1	Usp	PF00582.33	2.4e-15	Universal stress protein family	Usp	PF00582.33	Universal stress protein family	MSTRG.20567.1.p2
MSTRG.2057	4	HATPase_c_3	PF13589.13	6.6e-23	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	HATPase_c_3;Chromo_MORC2_6th;Morc6_S5;zf-CW	PF13589.13;PF23327.2;PF17942.9;PF07496.22	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase;ATPase MORC2, chromo domain-like;Morc6 ribosomal protein S5 domain 2-like;CW-type Zinc Finger	MSTRG.2057.1.p1
MSTRG.20573	1	Ribosomal_L7Ae	PF01248.32	3.4e-27	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family	Ribosomal_L7Ae	PF01248.32	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family	MSTRG.20573.1.p1
MSTRG.20576	108	EF-hand_7	PF13499.13	6.6e-20	EF-hand domain pair	EF-hand_7;EF-hand_1;EF-hand_6;EF-hand_8;EF-hand_5	PF13499.13;PF00036.39;PF13405.13;PF13833.13;PF13202.13	EF-hand domain pair;EF hand domain;EF-hand domain;EF hand	MSTRG.20576.1.p1;MSTRG.20576.2.p1;MSTRG.20576.3.p1;MSTRG.20576.4.p1;MSTRG.20576.5.p1;MSTRG.20576.6.p1;MSTRG.20576.7.p1;MSTRG.20576.8.p1;MSTRG.20576.9.p1;MSTRG.20576.10.p1;MSTRG.20576.11.p1;MSTRG.20576.12.p1
MSTRG.20580	14	ANAPC5	PF12862.14	4.8e-25	Anaphase-promoting complex subunit 5	ANAPC5;Apc5_N	PF12862.14;PF21371.3	Anaphase-promoting complex subunit 5;Anaphase-promoting complex subunit 5, N-terminal domain	MSTRG.20580.2.p1;MSTRG.20580.3.p1;MSTRG.20580.1.p1;MSTRG.20580.4.p1;MSTRG.20580.5.p1;MSTRG.20580.6.p1;MSTRG.20580.7.p1
MSTRG.20582	2	Acetyltransf_2	PF00797.24	1.1e-07	N-acetyltransferase	Acetyltransf_2	PF00797.24	N-acetyltransferase	MSTRG.20582.2.p1;MSTRG.20582.1.p1
MSTRG.20583	3	GST_C_3	PF14497.12	1.1e-17	Glutathione S-transferase, C-terminal domain	GST_C_3;GST_N;GST_C	PF14497.12;PF02798.27;PF00043.31	Glutathione S-transferase, C-terminal domain;Glutathione S-transferase, N-terminal domain	MSTRG.20583.1.p1
MSTRG.20584	3	GST_C_3	PF14497.12	3.6e-21	Glutathione S-transferase, C-terminal domain	GST_C_3;GST_C;GST_N	PF14497.12;PF00043.31;PF02798.27	Glutathione S-transferase, C-terminal domain;Glutathione S-transferase, N-terminal domain	MSTRG.20584.1.p1
MSTRG.20586	1	YhhN	PF07947.20	8.6e-28	YhhN family	YhhN	PF07947.20	YhhN family	MSTRG.20586.1.p1
MSTRG.20587	5	TSP1_ADAMTS	PF19030.7	1.4e-14	Thrombospondin type 1 domain	TSP1_ADAMTS;ADAMTS_CR_3;TSP_1	PF19030.7;PF19236.5;PF00090.26	Thrombospondin type 1 domain;ADAMTS cysteine-rich domain	MSTRG.20587.1.p1
MSTRG.20589	1	RVT_1	PF00078.33	9.5e-06	Reverse transcriptase (RNA-dependent DNA polymerase)	RVT_1	PF00078.33	Reverse transcriptase (RNA-dependent DNA polymerase)	MSTRG.20589.1.p1
MSTRG.20595	6	RIBIOP_C	PF04950.19	2e-101	40S ribosome biogenesis protein Tsr1 and BMS1 C-terminal	RIBIOP_C;AARP2CN;Tsr1_G-like	PF04950.19;PF08142.19;PF22298.3	40S ribosome biogenesis protein Tsr1 and BMS1 C-terminal;AARP2CN (NUC121) domain;Tsr1, G-like domain	MSTRG.20595.2.p1;MSTRG.20595.1.p1
MSTRG.20596	19	RRM_1	PF00076.29	1.4e-08	RNA recognition motif	RRM_1	PF00076.29	RNA recognition motif	MSTRG.20596.5.p1;MSTRG.20596.9.p1;MSTRG.20596.13.p1;MSTRG.20596.16.p1;MSTRG.20596.18.p1;MSTRG.20596.3.p1;MSTRG.20596.12.p1;MSTRG.20596.15.p1;MSTRG.20596.17.p1;MSTRG.20596.11.p1;MSTRG.20596.14.p1;MSTRG.20596.19.p1;MSTRG.20596.20.p1;MSTRG.20596.1.p1;MSTRG.20596.2.p1;MSTRG.20596.4.p1;MSTRG.20596.6.p1;MSTRG.20596.7.p1;MSTRG.20596.8.p1
MSTRG.20598	3	ubiquitin	PF00240.30	1e-19	Ubiquitin family	ubiquitin;UBQLN1;Rad60-SLD	PF00240.30;PF23195.2;PF11976.15	Ubiquitin family;Ubiquilin-1-like domain;Ubiquitin-2 like Rad60 SUMO-like	MSTRG.20598.1.p1
MSTRG.20599	1	UBQLN1	PF23195.2	1.4e-39	Ubiquilin-1-like domain	UBQLN1	PF23195.2	Ubiquilin-1-like domain	MSTRG.20599.1.p1
MSTRG.20601	2	UBA	PF00627.38	2.7e-06	UBA/TS-N domain	UBA	PF00627.38	UBA/TS-N domain	MSTRG.20601.2.p1;MSTRG.20601.1.p1
MSTRG.20602	5	CLP1_P	PF16575.12	8e-71	mRNA cleavage and polyadenylation factor CLP1 P-loop	CLP1_P;Clp1;CLP1_N	PF16575.12;PF06807.20;PF16573.11	mRNA cleavage and polyadenylation factor CLP1 P-loop;Pre-mRNA cleavage complex II protein Clp1;N-terminal beta-sandwich domain of polyadenylation factor	MSTRG.20602.2.p1;MSTRG.20602.1.p1
MSTRG.20604	2	Cu_amine_oxid	PF01179.28	1.7e-24	Copper amine oxidase, enzyme domain	Cu_amine_oxid;Cu_amine_oxidN2	PF01179.28;PF02727.22	Copper amine oxidase, enzyme domain;Copper amine oxidase, N2 domain	MSTRG.20604.1.p1
MSTRG.20605	1	Cu_amine_oxid	PF01179.28	5.3e-33	Copper amine oxidase, enzyme domain	Cu_amine_oxid	PF01179.28	Copper amine oxidase, enzyme domain	MSTRG.20605.1.p1
MSTRG.20606	1	Cu_amine_oxid	PF01179.28	1.4e-28	Copper amine oxidase, enzyme domain	Cu_amine_oxid	PF01179.28	Copper amine oxidase, enzyme domain	MSTRG.20606.1.p1
MSTRG.20609	1	Cu_amine_oxid	PF01179.28	2.7e-30	Copper amine oxidase, enzyme domain	Cu_amine_oxid	PF01179.28	Copper amine oxidase, enzyme domain	MSTRG.20609.1.p1
MSTRG.20614	1	7tm_1	PF00001.27	8.3e-53	7 transmembrane receptor (rhodopsin family)	7tm_1	PF00001.27	7 transmembrane receptor (rhodopsin family)	MSTRG.20614.1.p1
MSTRG.20622	40	Arf	PF00025.28	2.1e-66	ADP-ribosylation factor family	Arf;Ras;Roc;SRPRB;G-alpha;Gtr1_RagA;zf-B_box	PF00025.28;PF00071.29;PF08477.20;PF09439.17;PF00503.27;PF04670.19;PF00643.30	ADP-ribosylation factor family;Ras family;Ras of Complex, Roc, domain of DAPkinase;Signal recognition particle receptor beta subunit;G-protein alpha subunit;Gtr1/RagA G protein conserved region;B-box zinc finger	MSTRG.20622.6.p1;MSTRG.20622.4.p1;MSTRG.20622.2.p1;MSTRG.20622.5.p1;MSTRG.20622.1.p1;MSTRG.20622.3.p1
MSTRG.20628	1	Actin	PF00022.26	3e-37	Actin	Actin	PF00022.26	Actin	MSTRG.20628.1.p1
MSTRG.20631	2	PCMT	PF01135.26	1.9e-59	Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)	PCMT;Methyltransf_31	PF01135.26;PF13847.13	Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT);Methyltransferase domain	MSTRG.20631.1.p1
MSTRG.20636	1	EB	PF01683.24	8.8e-07	EB module	EB	PF01683.24	EB module	MSTRG.20636.1.p1
MSTRG.20637	1	MANEC	PF07502.21	8.9e-07	MANEC domain	MANEC	PF07502.21	MANEC domain	MSTRG.20637.1.p1
MSTRG.2064	10	I-set	PF07679.23	1.4e-15	Immunoglobulin I-set domain	I-set;Ig_3;ig;fn3;Ig_2	PF07679.23;PF13927.13;PF00047.32;PF00041.28;PF13895.13	Immunoglobulin I-set domain;Immunoglobulin domain;Fibronectin type III domain	MSTRG.2064.1.p1
MSTRG.20640	1	SAND	PF01342.27	1.7e-18	SAND domain	SAND	PF01342.27	SAND domain	MSTRG.20640.1.p1
MSTRG.20644	2	MFS_1	PF07690.22	5.7e-09	Major Facilitator Superfamily	MFS_1	PF07690.22	Major Facilitator Superfamily	MSTRG.20644.1.p1
MSTRG.20652	1	REC114-like	PF15165.13	1.3e-28	Meiotic recombination protein REC114-like	REC114-like	PF15165.13	Meiotic recombination protein REC114-like	MSTRG.20652.1.p1
MSTRG.20654	4	SNX17_FERM_C	PF18116.8	2.7e-37	Sorting Nexin 17 FERM C-terminal domain	SNX17_FERM_C;SNX17-27-31_F1_FERM;SNX17-31_F2_FERM;PX	PF18116.8;PF21273.4;PF21271.3;PF00787.30	Sorting Nexin 17 FERM C-terminal domain;Sortin nexin 17/27/31, FERM domain, F1 lobe;Sortin nexin 17/31, FERM domain, F2 lobe;PX domain	MSTRG.20654.1.p1
MSTRG.20660	3	TIR	PF01582.26	1.3e-13	TIR domain	TIR;TIR_2;LRR_8	PF01582.26;PF13676.12;PF13855.13	TIR domain;Leucine rich repeat	MSTRG.20660.1.p1
MSTRG.20665	6	Cu-oxidase_3	PF07732.22	1.2e-32	Multicopper oxidase	Cu-oxidase_3;Cu-oxidase_2;Cu-oxidase	PF07732.22;PF07731.21;PF00394.29	Multicopper oxidase	MSTRG.20665.1.p1;MSTRG.20665.2.p1
MSTRG.20669	2	Astacin	PF01400.32	1.3e-33	Astacin (Peptidase family M12A)	Astacin;ShK	PF01400.32;PF01549.30	Astacin (Peptidase family M12A);ShK domain-like	MSTRG.20669.1.p1
MSTRG.20670	1	RVT_1	PF00078.33	4.5e-17	Reverse transcriptase (RNA-dependent DNA polymerase)	RVT_1	PF00078.33	Reverse transcriptase (RNA-dependent DNA polymerase)	MSTRG.20670.1.p1
MSTRG.20673	1	ING	PF12998.13	7e-32	Inhibitor of growth proteins N-terminal histone-binding	ING	PF12998.13	Inhibitor of growth proteins N-terminal histone-binding	MSTRG.20673.1.p1
MSTRG.20678	1	RVT_1	PF00078.33	5.5e-12	Reverse transcriptase (RNA-dependent DNA polymerase)	RVT_1	PF00078.33	Reverse transcriptase (RNA-dependent DNA polymerase)	MSTRG.20678.1.p1
MSTRG.2068	32	Beta-prop_ATRN-LZTR1	PF24981.2	3.7e-15	Attractin/LZTR1 beta-propeller	Beta-prop_ATRN-LZTR1;Kelch_KLHDC2_KLHL20_DRC7;Beta-prop_Calicin;Kelch_1;Beta-prop_FBX42;Kelch_FKB95	PF24981.2;PF24681.2;PF13964.13;PF01344.32;PF13415.13;PF25210.2	Attractin/LZTR1 beta-propeller;KLHDC2/KLHL20/DRC7 Kelch-repeats domain;Calicin, beta-propeller domain;Kelch motif;FBX42, beta-propeller domain;FKB95, Kelch-repeats domain	MSTRG.2068.1.p1;MSTRG.2068.2.p1
MSTRG.20685	21	RWD	PF05773.28	1.2e-17	RWD domain	RWD;Rcat_RNF216;IBR;IBR_1	PF05773.28;PF26200.2;PF01485.28;PF22191.3	RWD domain;RNF216 Rcat domain;IBR domain, a half RING-finger domain;IBR domain	MSTRG.20685.1.p1;MSTRG.20685.3.p1;MSTRG.20685.4.p1;MSTRG.20685.2.p1;MSTRG.20685.5.p1
MSTRG.20686	4	C2	PF00168.37	2.1e-14	C2 domain	C2	PF00168.37	C2 domain	MSTRG.20686.2.p1;MSTRG.20686.1.p1
MSTRG.20687	1	TM_Tm6sf2	PF26083.1	3.2e-36	Transmembrane 6 superfamily member 2-like, transmembrane domain	TM_Tm6sf2	PF26083.1	Transmembrane 6 superfamily member 2-like, transmembrane domain	MSTRG.20687.1.p1
MSTRG.20688	1	SH2	PF00017.31	1.6e-15	SH2 domain	SH2	PF00017.31	SH2 domain	MSTRG.20688.1.p1
MSTRG.20691	1	SPT2	PF08243.17	4.6e-21	SPT2 chromatin protein	SPT2	PF08243.17	SPT2 chromatin protein	MSTRG.20691.1.p1
MSTRG.20692	4	CPSF_A	PF03178.22	1.1e-79	CPSF A subunit region	CPSF_A;Beta-prop_RSE1_2nd	PF03178.22;PF23726.2	CPSF A subunit region;RSE1/DDB1/CPSF1 second beta-propeller	MSTRG.20692.2.p1;MSTRG.20692.1.p1
MSTRG.20693	2	Beta-prop_RSE1_1st	PF10433.16	2.5e-71	RSE1/DDB1/CPSF1 first beta-propeller	Beta-prop_RSE1_1st;Beta-prop_RSE1_2nd	PF10433.16;PF23726.2	RSE1/DDB1/CPSF1 first beta-propeller;RSE1/DDB1/CPSF1 second beta-propeller	MSTRG.20693.1.p1
MSTRG.20703	7	Lectin_C	PF00059.28	2.1e-11	Lectin C-type domain	Lectin_C;fn3	PF00059.28;PF00041.28	Lectin C-type domain;Fibronectin type III domain	MSTRG.20703.1.p1;MSTRG.20703.3.p1;MSTRG.20703.2.p1
MSTRG.20705	1	DED	PF01335.28	4.4e-16	Death effector domain	DED	PF01335.28	Death effector domain	MSTRG.20705.1.p1
MSTRG.20707	2	Alpha-2-MRAP_C	PF06401.17	2.6e-39	Alpha-2-macroglobulin RAP, C-terminal domain	Alpha-2-MRAP_C;Alpha-2-MRAP_N	PF06401.17;PF06400.17	Alpha-2-macroglobulin RAP, C-terminal domain;Alpha-2-macroglobulin RAP, N-terminal domain	MSTRG.20707.1.p1
MSTRG.2071	3	DUF5578	PF17741.7	2.4e-128	Family of unknown function (DUF5578)	DUF5578;ARM_ARMC5;ARM_PUB	PF17741.7;PF24768.2;PF25598.2	Family of unknown function (DUF5578);ARMC5;Plant U-box protein ARM repeat region	MSTRG.2071.1.p1
MSTRG.20714	2	ZSWIM1-3_RNaseH-like	PF21056.4	2.8e-25	Zinc finger SWIM domain-containing protein 1/3, RNaseH-like domain	ZSWIM1-3_RNaseH-like;MULE	PF21056.4;PF10551.16	Zinc finger SWIM domain-containing protein 1/3, RNaseH-like domain;MULE transposase domain	MSTRG.20714.1.p1
MSTRG.20720	3	CLASP_N	PF12348.15	2.2e-24	CLASP N terminal	CLASP_N	PF12348.15	CLASP N terminal	MSTRG.20720.2.p1;MSTRG.20720.3.p1;MSTRG.20720.1.p1
MSTRG.20721	2	Img2	PF05046.20	3.9e-18	Mitochondrial large subunit ribosomal protein (Img2)	Img2	PF05046.20	Mitochondrial large subunit ribosomal protein (Img2)	MSTRG.20721.1.p1;MSTRG.20721.2.p1
MSTRG.20725	8	BACK	PF07707.22	1.3e-33	BTB And C-terminal Kelch	BACK;BTB;Kelch_1;Kelch_FKB95;Beta-prop_Calicin;BTB_KLHL33;Kelch_KLHDC2_KLHL20_DRC7	PF07707.22;PF00651.38;PF01344.32;PF25210.2;PF13964.13;PF21536.5;PF24681.2	BTB And C-terminal Kelch;BTB/POZ domain;Kelch motif;FKB95, Kelch-repeats domain;Calicin, beta-propeller domain;Kelch-like protein 33-like, BTB/POZ domain;KLHDC2/KLHL20/DRC7 Kelch-repeats domain	MSTRG.20725.1.p1
MSTRG.20726	9	Beta-prop_Calicin	PF13964.13	1.1e-17	Calicin, beta-propeller domain	Beta-prop_Calicin;Kelch_1;Kelch_KLHDC2_KLHL20_DRC7;Kelch_FKB95;Kelch_2	PF13964.13;PF01344.32;PF24681.2;PF25210.2;PF07646.22	Calicin, beta-propeller domain;Kelch motif;KLHDC2/KLHL20/DRC7 Kelch-repeats domain;FKB95, Kelch-repeats domain	MSTRG.20726.1.p1
MSTRG.20728	1	Peptidase_M2	PF01401.25	1.3e-177	Angiotensin-converting enzyme	Peptidase_M2	PF01401.25	Angiotensin-converting enzyme	MSTRG.20728.1.p1
